Product_ID,Product_Name,Category,Attribute,Carbon_Footprint_kgCO2e,Water_Usage_Liters,Resource_Sourcing,Manufacturing_Impact,Certification,Compliance_with_Standards,User_Preference,Price_Range_USD,Availability,Brand
12356,EcoEssentials Recycled Notebook,Office Supplies,Biodegradable,34.5,61.39,Partially Sustainable,High,FSC,ISO 14001,Energy Efficient,142.52,Out of Stock,SustainCo
15441,PureEarth Recycled Blender,Home Appliances,Organic,90.38,31.31,Partially Sustainable,Medium,Energy Star,None,Low Carbon,453.06,Out of Stock,EnviroGoods
10048,EcoEssentials Natural Shampoo,Beauty,Renewable Material,29.49,149.31,Non-Sustainable,Low,FSC,None,Eco-Certified,451.73,In Stock,GreenChoice
39089,PureEarth Recycled Blender,Home Appliances,Renewable Material,50.6,170.83,Partially Sustainable,High,None,None,Low Carbon,335.85,Out of Stock,GreenChoice
5393,GreenLife LED Light Bulb,Electronics,Energy-Efficient,53.67,97.09,Sustainable,Medium,FSC,ISO 14001,Recyclable,378.13,Out of Stock,GreenChoice
26926,EcoSmart Organic Green Tea,Food,Biodegradable,38.54,157.55,Non-Sustainable,Low,USDA Organic,ISO 14001,Low Carbon,22.36,Out of Stock,CleanEarth
44344,PureEarth Vegan Lip Balm,Beauty,Low-Waste,38.6,71.11,Non-Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,486.01,Out of Stock,SustainCo
36957,EcoEssentials Recycled Notebook,Office Supplies,Low-Waste,84.55,153.71,Non-Sustainable,Medium,FSC,ISO 14001,Low Carbon,261.84,In Stock,NaturePro
26073,SustainPlus Hiking Backpack,Outdoor,Recyclable,63.84,121.97,Sustainable,Low,FSC,ISO 14001,Low Carbon,158.51,In Stock,SustainCo
32338,GreenLife Organic Soap,Beauty,Renewable Material,15.9,100.15,Non-Sustainable,Low,USDA Organic,None,Energy Efficient,48.23,Out of Stock,CleanEarth
1178,EcoEssentials Organic Coffee,Food,Low-Waste,95.72,139.96,Non-Sustainable,Medium,FSC,ISO 14001,Low Carbon,435.29,In Stock,GreenChoice
10891,EcoEssentials Energy-Saving Kettle,Home Appliances,Low-Waste,75.0,147.67,Partially Sustainable,Low,Fair Trade,ISO 14001,Recyclable,166.83,In Stock,NaturePro
13123,PureEarth Camping Stove,Outdoor,Recyclable,77.48,159.05,Non-Sustainable,Low,FSC,ISO 14001,Low Carbon,337.0,Out of Stock,GreenChoice
24221,GreenLife Cotton Socks,Clothing,Energy-Efficient,54.1,101.76,Partially Sustainable,Medium,Energy Star,None,Low Carbon,456.35,Out of Stock,NaturePro
36184,EcoSmart Aloe Vera Gel,Beauty,Recyclable,69.95,195.33,Partially Sustainable,High,USDA Organic,None,Recyclable,230.6,Out of Stock,EcoBrand
38108,GreenLife Solar Fan,Home Appliances,Low-Waste,98.98,91.68,Sustainable,Medium,Fair Trade,None,Eco-Certified,483.64,Out of Stock,NaturePro
911,GreenLife Cotton Socks,Clothing,Renewable Material,15.47,132.38,Partially Sustainable,Medium,Fair Trade,ISO 14001,Recyclable,456.92,Out of Stock,GreenChoice
23420,GreenLife Biodegradable Pen,Office Supplies,Recyclable,19.5,53.03,Partially Sustainable,Low,Energy Star,None,Energy Efficient,334.6,In Stock,CleanEarth
2577,EcoEssentials Recycled Notebook,Office Supplies,Recyclable,95.69,106.92,Sustainable,Low,FSC,ISO 14001,Recyclable,400.24,In Stock,NaturePro
25202,SustainPlus Water Purifier,Home Appliances,Energy-Efficient,27.79,153.86,Sustainable,Low,FSC,None,Eco-Certified,402.73,In Stock,GreenChoice
24362,EcoEssentials Recycled Tent,Outdoor,Low-Waste,45.88,99.07,Sustainable,Low,Energy Star,None,Organic,236.58,In Stock,EnviroGoods
48595,GreenLife Organic Soap,Beauty,Low-Waste,50.26,154.8,Partially Sustainable,Low,Fair Trade,ISO 14001,Recyclable,415.77,Out of Stock,EcoBrand
9548,SustainPlus Smart Thermostat,Electronics,Energy-Efficient,48.75,130.96,Partially Sustainable,Low,USDA Organic,None,Recyclable,417.74,In Stock,NaturePro
9371,SustainPlus Almond Milk,Food,Organic,21.05,116.05,Non-Sustainable,High,USDA Organic,None,Recyclable,250.98,Out of Stock,CleanEarth
28209,PureEarth Laptop,Electronics,Recyclable,58.49,26.93,Non-Sustainable,High,Fair Trade,None,Low Carbon,396.83,In Stock,SustainCo
9137,GreenLife Solar Fan,Home Appliances,Organic,21.11,50.57,Non-Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,427.76,In Stock,NaturePro
47978,SustainPlus Water Purifier,Home Appliances,Biodegradable,28.27,174.15,Sustainable,Low,FSC,None,Eco-Certified,278.12,Out of Stock,GreenChoice
29646,EcoEssentials Organic Coffee,Food,Recyclable,91.29,184.9,Partially Sustainable,High,Fair Trade,None,Low Carbon,182.47,Out of Stock,GreenChoice
20550,SustainPlus Cruelty-Free Moisturizer,Beauty,Recyclable,23.63,163.95,Non-Sustainable,Medium,None,None,Recyclable,329.42,Out of Stock,EnviroGoods
42627,EcoSmart Organic Green Tea,Food,Energy-Efficient,88.14,29.97,Non-Sustainable,Low,USDA Organic,ISO 14001,Eco-Certified,38.94,In Stock,NaturePro
19563,PureEarth Camping Stove,Outdoor,Low-Waste,15.36,113.0,Non-Sustainable,Low,USDA Organic,None,Energy Efficient,54.01,Out of Stock,EnviroGoods
5529,SustainPlus Hemp Jacket,Clothing,Biodegradable,78.43,23.28,Partially Sustainable,Low,USDA Organic,ISO 14001,Eco-Certified,411.46,In Stock,SustainCo
39520,EcoEssentials Recycled Notebook,Office Supplies,Renewable Material,97.4,13.65,Partially Sustainable,Low,None,ISO 14001,Recyclable,225.42,In Stock,EcoBrand
24057,EcoEssentials Solar Charger,Electronics,Energy-Efficient,74.39,121.57,Sustainable,Medium,Energy Star,ISO 14001,Eco-Certified,18.52,In Stock,GreenChoice
28954,GreenLife Cotton Socks,Clothing,Energy-Efficient,90.28,11.34,Sustainable,Medium,None,ISO 14001,Low Carbon,449.24,Out of Stock,EnviroGoods
42301,EcoEssentials Natural Shampoo,Beauty,Energy-Efficient,99.94,83.86,Non-Sustainable,Low,Fair Trade,ISO 14001,Organic,145.63,In Stock,SustainCo
14891,EcoEssentials Organic T-Shirt,Clothing,Recyclable,41.51,119.27,Partially Sustainable,Low,USDA Organic,None,Energy Efficient,12.36,In Stock,EcoBrand
42877,EcoEssentials Organic Coffee,Food,Renewable Material,2.01,148.44,Partially Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,106.61,In Stock,GreenChoice
21564,SustainPlus Eco-Friendly Stapler,Office Supplies,Recyclable,78.63,173.87,Sustainable,Medium,USDA Organic,None,Recyclable,218.33,In Stock,NaturePro
36870,EcoEssentials Recycled Notebook,Office Supplies,Recyclable,64.69,17.89,Non-Sustainable,Medium,USDA Organic,None,Low Carbon,319.05,Out of Stock,NaturePro
8382,PureEarth Eco-Friendly Jeans,Clothing,Recyclable,38.49,63.31,Non-Sustainable,Medium,FSC,ISO 14001,Organic,171.93,In Stock,NaturePro
16538,PureEarth Recycled Blender,Home Appliances,Recyclable,2.3,153.87,Partially Sustainable,Medium,USDA Organic,None,Eco-Certified,482.19,In Stock,SustainCo
21969,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,93.63,168.38,Partially Sustainable,Low,Fair Trade,None,Low Carbon,172.98,In Stock,EnviroGoods
44573,SustainPlus Eco-Friendly Stapler,Office Supplies,Low-Waste,99.33,149.62,Partially Sustainable,High,None,ISO 14001,Eco-Certified,362.93,In Stock,EcoBrand
13321,PureEarth Eco-Friendly Jeans,Clothing,Organic,31.49,114.09,Sustainable,Medium,FSC,ISO 14001,Low Carbon,76.91,In Stock,GreenChoice
38138,PureEarth Vegan Lip Balm,Beauty,Low-Waste,73.23,45.74,Sustainable,Low,Energy Star,ISO 14001,Recyclable,21.73,Out of Stock,CleanEarth
7633,EcoSmart Aloe Vera Gel,Beauty,Low-Waste,60.16,45.76,Non-Sustainable,Medium,FSC,ISO 14001,Organic,439.25,In Stock,SustainCo
17539,SustainPlus Cruelty-Free Moisturizer,Beauty,Organic,83.35,195.65,Partially Sustainable,High,FSC,ISO 14001,Recyclable,226.41,Out of Stock,EnviroGoods
45564,EcoSmart Reusable Planner,Office Supplies,Recyclable,15.49,162.21,Partially Sustainable,Low,USDA Organic,None,Recyclable,316.25,In Stock,EnviroGoods
32435,SustainPlus Water Purifier,Home Appliances,Recyclable,32.24,102.17,Partially Sustainable,Medium,USDA Organic,ISO 14001,Energy Efficient,223.78,Out of Stock,GreenChoice
3932,SustainPlus Eco-Friendly Stapler,Office Supplies,Low-Waste,2.55,189.94,Non-Sustainable,High,FSC,ISO 14001,Energy Efficient,395.41,In Stock,SustainCo
26210,SustainPlus Cruelty-Free Moisturizer,Beauty,Low-Waste,47.25,106.74,Partially Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,180.34,Out of Stock,SustainCo
27988,EcoEssentials Energy-Saving Kettle,Home Appliances,Renewable Material,41.51,22.97,Sustainable,Low,Energy Star,ISO 14001,Low Carbon,216.7,In Stock,EnviroGoods
28365,GreenLife Organic Soap,Beauty,Low-Waste,5.36,40.18,Sustainable,Medium,None,None,Eco-Certified,342.91,In Stock,EcoBrand
1242,SustainPlus Eco-Friendly Stapler,Office Supplies,Renewable Material,52.89,14.29,Partially Sustainable,High,Fair Trade,ISO 14001,Energy Efficient,109.4,In Stock,EnviroGoods
14524,PureEarth Vegan Chocolate,Food,Low-Waste,97.26,154.09,Sustainable,Medium,Fair Trade,ISO 14001,Low Carbon,271.58,Out of Stock,EnviroGoods
32581,GreenLife Solar Lantern,Outdoor,Renewable Material,60.56,114.77,Partially Sustainable,Low,None,None,Eco-Certified,295.67,In Stock,SustainCo
18206,EcoSmart Organic Green Tea,Food,Low-Waste,72.71,11.71,Non-Sustainable,Medium,FSC,ISO 14001,Recyclable,399.71,Out of Stock,EnviroGoods
27816,EcoEssentials Solar Charger,Electronics,Energy-Efficient,27.14,135.01,Partially Sustainable,Medium,FSC,None,Organic,472.62,In Stock,EcoBrand
2646,GreenLife LED Light Bulb,Electronics,Biodegradable,33.47,126.65,Partially Sustainable,Medium,Fair Trade,ISO 14001,Energy Efficient,210.64,Out of Stock,NaturePro
20941,EcoSmart Organic Green Tea,Food,Energy-Efficient,30.59,85.72,Non-Sustainable,High,Energy Star,None,Eco-Certified,299.96,Out of Stock,EcoBrand
35561,PureEarth Vegan Lip Balm,Beauty,Low-Waste,35.25,41.35,Non-Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,63.25,In Stock,NaturePro
18343,EcoSmart Recycled Fabric Scarf,Clothing,Energy-Efficient,7.26,194.25,Partially Sustainable,High,None,ISO 14001,Eco-Certified,419.76,Out of Stock,EcoBrand
49665,SustainPlus Hiking Backpack,Outdoor,Renewable Material,78.37,185.76,Non-Sustainable,Medium,None,None,Eco-Certified,133.23,Out of Stock,SustainCo
26635,EcoEssentials Energy-Saving Kettle,Home Appliances,Renewable Material,55.95,24.12,Non-Sustainable,Low,FSC,None,Organic,79.05,In Stock,SustainCo
8473,EcoEssentials Recycled Tent,Outdoor,Biodegradable,57.76,82.97,Non-Sustainable,Low,USDA Organic,None,Recyclable,50.39,Out of Stock,GreenChoice
1197,EcoSmart Recycled Fabric Scarf,Clothing,Energy-Efficient,7.42,186.88,Sustainable,High,Energy Star,ISO 14001,Eco-Certified,14.13,In Stock,SustainCo
9939,EcoEssentials Solar Charger,Electronics,Biodegradable,5.62,177.59,Sustainable,Medium,None,ISO 14001,Low Carbon,326.54,In Stock,GreenChoice
8442,EcoSmart Organic Green Tea,Food,Recyclable,69.91,23.12,Sustainable,Medium,USDA Organic,ISO 14001,Organic,61.3,Out of Stock,GreenChoice
31991,EcoEssentials Natural Shampoo,Beauty,Energy-Efficient,45.43,172.07,Partially Sustainable,Low,None,ISO 14001,Energy Efficient,316.13,In Stock,NaturePro
16385,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,34.62,185.79,Non-Sustainable,Low,FSC,ISO 14001,Recyclable,51.72,In Stock,EcoBrand
6710,GreenLife Biodegradable Pen,Office Supplies,Biodegradable,13.18,102.4,Sustainable,High,USDA Organic,ISO 14001,Energy Efficient,220.36,In Stock,SustainCo
8918,EcoEssentials Solar Charger,Electronics,Organic,83.98,191.57,Partially Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,425.44,Out of Stock,EnviroGoods
40707,GreenLife Cotton Socks,Clothing,Recyclable,99.54,73.31,Partially Sustainable,Low,None,None,Eco-Certified,415.98,In Stock,EcoBrand
29641,GreenLife Biodegradable Pen,Office Supplies,Energy-Efficient,82.34,25.65,Non-Sustainable,Low,Energy Star,None,Energy Efficient,289.34,In Stock,CleanEarth
34138,PureEarth Camping Stove,Outdoor,Biodegradable,29.73,151.05,Sustainable,Medium,Energy Star,None,Low Carbon,87.99,Out of Stock,NaturePro
34836,GreenLife Gluten-Free Pasta,Food,Recyclable,99.05,84.7,Non-Sustainable,Medium,FSC,ISO 14001,Organic,463.33,Out of Stock,SustainCo
44586,SustainPlus Almond Milk,Food,Energy-Efficient,1.61,198.59,Sustainable,High,Energy Star,ISO 14001,Low Carbon,125.95,In Stock,EnviroGoods
49830,SustainPlus Hiking Backpack,Outdoor,Low-Waste,82.97,118.44,Non-Sustainable,Low,None,None,Recyclable,254.49,Out of Stock,EnviroGoods
41980,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,26.47,188.95,Non-Sustainable,Medium,Fair Trade,None,Low Carbon,478.03,Out of Stock,GreenChoice
42643,EcoSmart Aloe Vera Gel,Beauty,Low-Waste,81.2,59.67,Sustainable,High,FSC,None,Organic,396.29,Out of Stock,EcoBrand
40468,EcoEssentials Recycled Notebook,Office Supplies,Organic,10.8,77.16,Partially Sustainable,Low,Energy Star,ISO 14001,Eco-Certified,488.94,Out of Stock,EnviroGoods
197,PureEarth Recycled Blender,Home Appliances,Organic,7.33,184.67,Non-Sustainable,Medium,USDA Organic,None,Energy Efficient,245.16,Out of Stock,EcoBrand
13385,SustainPlus Eco-Friendly Stapler,Office Supplies,Energy-Efficient,83.92,133.61,Non-Sustainable,Medium,USDA Organic,ISO 14001,Low Carbon,358.13,Out of Stock,EcoBrand
1231,EcoSmart Energy-Efficient Speaker,Electronics,Biodegradable,40.22,153.24,Partially Sustainable,Medium,FSC,None,Eco-Certified,86.06,In Stock,GreenChoice
1943,EcoEssentials Energy-Saving Kettle,Home Appliances,Biodegradable,59.69,60.96,Partially Sustainable,Medium,FSC,ISO 14001,Recyclable,432.03,In Stock,NaturePro
40219,GreenLife LED Light Bulb,Electronics,Low-Waste,35.88,85.55,Partially Sustainable,Low,FSC,ISO 14001,Energy Efficient,54.24,Out of Stock,GreenChoice
15932,PureEarth Camping Stove,Outdoor,Low-Waste,84.02,130.57,Sustainable,Medium,USDA Organic,ISO 14001,Energy Efficient,134.34,In Stock,EcoBrand
48870,EcoEssentials Recycled Tent,Outdoor,Recyclable,76.76,120.16,Non-Sustainable,Low,Fair Trade,None,Energy Efficient,356.48,In Stock,CleanEarth
16564,EcoEssentials Solar Charger,Electronics,Low-Waste,13.72,119.56,Sustainable,Medium,Fair Trade,None,Energy Efficient,433.48,Out of Stock,GreenChoice
35002,EcoEssentials Natural Shampoo,Beauty,Biodegradable,13.66,170.66,Partially Sustainable,Low,USDA Organic,None,Organic,283.45,In Stock,SustainCo
1267,EcoSmart Organic Green Tea,Food,Organic,68.81,150.09,Partially Sustainable,Low,Fair Trade,ISO 14001,Organic,140.84,Out of Stock,SustainCo
11765,EcoSmart Biodegradable Sleeping Bag,Outdoor,Organic,6.1,10.24,Partially Sustainable,High,USDA Organic,ISO 14001,Organic,446.25,Out of Stock,NaturePro
21047,GreenLife Organic Soap,Beauty,Renewable Material,42.0,29.97,Non-Sustainable,High,None,ISO 14001,Recyclable,23.15,Out of Stock,CleanEarth
49429,EcoSmart Biodegradable Sleeping Bag,Outdoor,Biodegradable,93.46,183.58,Sustainable,High,USDA Organic,ISO 14001,Organic,88.93,In Stock,SustainCo
32507,GreenLife Gluten-Free Pasta,Food,Renewable Material,12.7,158.66,Sustainable,High,Fair Trade,ISO 14001,Energy Efficient,125.66,In Stock,SustainCo
32628,PureEarth Vegan Lip Balm,Beauty,Biodegradable,67.09,122.21,Sustainable,High,FSC,ISO 14001,Energy Efficient,85.41,Out of Stock,SustainCo
20465,GreenLife Solar Lantern,Outdoor,Renewable Material,67.04,172.12,Non-Sustainable,Low,Energy Star,ISO 14001,Organic,42.71,Out of Stock,NaturePro
3897,SustainPlus Hemp Jacket,Clothing,Energy-Efficient,11.33,171.37,Sustainable,Low,FSC,ISO 14001,Organic,477.06,Out of Stock,NaturePro
35233,GreenLife Solar Fan,Home Appliances,Low-Waste,60.63,63.98,Sustainable,Low,Energy Star,None,Low Carbon,163.11,In Stock,NaturePro
29883,EcoSmart Biodegradable Sleeping Bag,Outdoor,Low-Waste,74.47,47.33,Non-Sustainable,High,Energy Star,ISO 14001,Organic,390.07,In Stock,EcoBrand
47768,EcoEssentials Organic Coffee,Food,Biodegradable,48.02,24.75,Non-Sustainable,Low,None,None,Eco-Certified,139.32,In Stock,CleanEarth
45890,EcoEssentials Solar Charger,Electronics,Biodegradable,50.93,43.22,Non-Sustainable,High,None,ISO 14001,Organic,443.69,Out of Stock,SustainCo
47580,EcoSmart Reusable Planner,Office Supplies,Low-Waste,6.09,37.77,Sustainable,High,None,ISO 14001,Eco-Certified,180.17,In Stock,CleanEarth
15275,EcoEssentials Organic T-Shirt,Clothing,Organic,12.59,90.6,Non-Sustainable,High,USDA Organic,ISO 14001,Energy Efficient,152.88,Out of Stock,NaturePro
19404,SustainPlus Eco-Friendly Stapler,Office Supplies,Organic,33.18,186.15,Non-Sustainable,Low,Fair Trade,None,Low Carbon,43.49,In Stock,NaturePro
16710,PureEarth Recycled Paper,Office Supplies,Energy-Efficient,10.02,191.65,Sustainable,Medium,Fair Trade,None,Low Carbon,423.98,In Stock,EnviroGoods
11789,GreenLife Biodegradable Pen,Office Supplies,Organic,23.98,135.62,Sustainable,High,Fair Trade,None,Recyclable,118.19,Out of Stock,EcoBrand
4550,EcoSmart Biodegradable Sleeping Bag,Outdoor,Energy-Efficient,25.2,154.76,Non-Sustainable,Medium,USDA Organic,None,Recyclable,396.43,Out of Stock,GreenChoice
9415,PureEarth Vegan Chocolate,Food,Low-Waste,71.26,62.57,Non-Sustainable,Medium,USDA Organic,None,Low Carbon,74.53,In Stock,CleanEarth
42673,GreenLife Biodegradable Pen,Office Supplies,Low-Waste,44.31,15.71,Sustainable,Medium,FSC,ISO 14001,Eco-Certified,476.06,Out of Stock,CleanEarth
41319,PureEarth Camping Stove,Outdoor,Biodegradable,64.67,183.47,Sustainable,High,USDA Organic,None,Energy Efficient,189.75,In Stock,NaturePro
44513,PureEarth Vegan Chocolate,Food,Low-Waste,5.3,77.79,Non-Sustainable,High,FSC,None,Recyclable,103.31,Out of Stock,EnviroGoods
35259,SustainPlus Almond Milk,Food,Renewable Material,72.59,79.97,Partially Sustainable,Medium,FSC,None,Organic,293.74,Out of Stock,EnviroGoods
19482,SustainPlus Hemp Jacket,Clothing,Renewable Material,37.89,140.8,Non-Sustainable,High,USDA Organic,None,Organic,34.76,Out of Stock,EnviroGoods
40332,EcoEssentials Solar Charger,Electronics,Low-Waste,62.58,77.53,Non-Sustainable,High,None,ISO 14001,Eco-Certified,70.36,Out of Stock,EnviroGoods
28175,SustainPlus Almond Milk,Food,Recyclable,18.44,157.41,Partially Sustainable,High,Energy Star,None,Eco-Certified,443.66,In Stock,SustainCo
16161,GreenLife Solar Lantern,Outdoor,Biodegradable,6.45,63.7,Non-Sustainable,Medium,FSC,ISO 14001,Organic,98.65,In Stock,SustainCo
8541,GreenLife Organic Soap,Beauty,Renewable Material,86.76,48.67,Non-Sustainable,Low,Fair Trade,ISO 14001,Energy Efficient,85.4,In Stock,NaturePro
8855,EcoSmart Energy-Efficient Speaker,Electronics,Low-Waste,71.53,110.3,Sustainable,High,FSC,ISO 14001,Low Carbon,285.4,In Stock,CleanEarth
43777,EcoEssentials Recycled Tent,Outdoor,Renewable Material,45.79,100.1,Partially Sustainable,High,FSC,ISO 14001,Eco-Certified,212.99,In Stock,SustainCo
31957,SustainPlus Almond Milk,Food,Recyclable,94.95,144.6,Non-Sustainable,High,USDA Organic,ISO 14001,Low Carbon,64.9,Out of Stock,GreenChoice
43763,GreenLife Solar Lantern,Outdoor,Renewable Material,53.82,193.33,Sustainable,Low,FSC,ISO 14001,Eco-Certified,411.52,In Stock,CleanEarth
47002,EcoSmart Recycled Fabric Scarf,Clothing,Biodegradable,49.8,153.72,Non-Sustainable,Medium,FSC,ISO 14001,Organic,269.37,Out of Stock,GreenChoice
31585,SustainPlus Almond Milk,Food,Organic,82.78,64.9,Non-Sustainable,Low,FSC,ISO 14001,Recyclable,99.26,Out of Stock,EcoBrand
30122,EcoSmart Energy-Efficient Speaker,Electronics,Biodegradable,98.53,69.41,Non-Sustainable,Low,Fair Trade,ISO 14001,Eco-Certified,373.15,In Stock,GreenChoice
29001,EcoEssentials Organic T-Shirt,Clothing,Recyclable,31.05,190.18,Sustainable,High,Energy Star,None,Organic,138.72,In Stock,EcoBrand
2531,EcoSmart Energy-Efficient Speaker,Electronics,Biodegradable,68.38,11.17,Non-Sustainable,Low,Energy Star,None,Energy Efficient,434.96,Out of Stock,GreenChoice
20184,PureEarth Eco-Friendly Jeans,Clothing,Biodegradable,31.46,188.43,Partially Sustainable,Medium,USDA Organic,ISO 14001,Recyclable,32.26,In Stock,NaturePro
31587,EcoSmart Recycled Fabric Scarf,Clothing,Organic,95.5,189.87,Sustainable,Low,USDA Organic,None,Eco-Certified,499.94,Out of Stock,SustainCo
23711,SustainPlus Eco-Friendly Stapler,Office Supplies,Recyclable,72.45,185.74,Non-Sustainable,High,FSC,None,Organic,442.94,Out of Stock,NaturePro
49191,EcoSmart Reusable Planner,Office Supplies,Organic,50.1,109.25,Sustainable,Low,FSC,None,Recyclable,235.32,Out of Stock,EcoBrand
22783,EcoEssentials Solar Charger,Electronics,Low-Waste,21.01,19.88,Sustainable,Low,None,None,Energy Efficient,88.48,Out of Stock,GreenChoice
8213,EcoSmart Energy-Efficient Speaker,Electronics,Recyclable,53.23,123.61,Sustainable,Low,None,None,Energy Efficient,40.3,In Stock,GreenChoice
34496,EcoEssentials Energy-Saving Kettle,Home Appliances,Energy-Efficient,97.26,112.55,Sustainable,Medium,USDA Organic,ISO 14001,Eco-Certified,55.74,Out of Stock,CleanEarth
34540,GreenLife Biodegradable Pen,Office Supplies,Renewable Material,53.64,29.98,Non-Sustainable,Medium,USDA Organic,None,Recyclable,377.91,Out of Stock,SustainCo
16470,EcoEssentials Recycled Tent,Outdoor,Low-Waste,95.34,138.67,Sustainable,High,FSC,None,Eco-Certified,355.24,In Stock,EcoBrand
37410,PureEarth Vegan Chocolate,Food,Organic,29.97,157.82,Partially Sustainable,Low,USDA Organic,None,Organic,121.3,In Stock,EcoBrand
27229,EcoEssentials Organic T-Shirt,Clothing,Biodegradable,49.5,197.76,Non-Sustainable,High,USDA Organic,ISO 14001,Eco-Certified,408.4,In Stock,EcoBrand
21646,EcoEssentials Energy-Saving Kettle,Home Appliances,Biodegradable,34.08,180.18,Partially Sustainable,Low,Fair Trade,None,Recyclable,11.38,In Stock,GreenChoice
40661,SustainPlus Water Purifier,Home Appliances,Low-Waste,78.27,115.1,Sustainable,Low,USDA Organic,None,Organic,248.09,In Stock,EnviroGoods
21509,SustainPlus Water Purifier,Home Appliances,Recyclable,2.05,87.62,Partially Sustainable,Low,USDA Organic,None,Recyclable,19.14,Out of Stock,EcoBrand
37310,SustainPlus Cruelty-Free Moisturizer,Beauty,Biodegradable,79.66,181.32,Sustainable,Low,None,ISO 14001,Eco-Certified,344.0,Out of Stock,GreenChoice
1134,EcoSmart Organic Green Tea,Food,Energy-Efficient,4.23,66.21,Sustainable,Medium,FSC,None,Eco-Certified,490.33,In Stock,SustainCo
40832,EcoEssentials Recycled Tent,Outdoor,Energy-Efficient,23.61,163.14,Non-Sustainable,Low,FSC,ISO 14001,Organic,414.57,In Stock,SustainCo
47900,PureEarth Recycled Paper,Office Supplies,Organic,33.97,75.51,Sustainable,High,None,ISO 14001,Organic,214.12,Out of Stock,EnviroGoods
8983,PureEarth Laptop,Electronics,Energy-Efficient,89.81,163.97,Sustainable,Medium,None,ISO 14001,Energy Efficient,386.96,Out of Stock,SustainCo
6476,EcoEssentials Natural Shampoo,Beauty,Organic,34.77,67.86,Partially Sustainable,High,Fair Trade,None,Organic,176.14,In Stock,CleanEarth
11002,SustainPlus Almond Milk,Food,Biodegradable,60.73,77.6,Non-Sustainable,Low,None,ISO 14001,Energy Efficient,492.6,Out of Stock,GreenChoice
41435,EcoSmart Biodegradable Sleeping Bag,Outdoor,Low-Waste,95.31,52.23,Sustainable,Low,USDA Organic,ISO 14001,Recyclable,86.96,Out of Stock,SustainCo
41857,EcoEssentials Recycled Tent,Outdoor,Energy-Efficient,64.96,151.02,Non-Sustainable,Medium,FSC,None,Energy Efficient,41.32,In Stock,CleanEarth
32582,EcoEssentials Recycled Tent,Outdoor,Biodegradable,48.68,175.92,Non-Sustainable,Medium,FSC,ISO 14001,Organic,321.58,In Stock,EcoBrand
27356,SustainPlus Hemp Jacket,Clothing,Biodegradable,9.08,101.07,Non-Sustainable,Medium,None,ISO 14001,Organic,140.3,In Stock,NaturePro
46635,PureEarth Recycled Blender,Home Appliances,Biodegradable,7.92,166.92,Sustainable,Medium,Fair Trade,None,Eco-Certified,171.09,Out of Stock,EcoBrand
35343,SustainPlus Almond Milk,Food,Energy-Efficient,10.57,133.41,Sustainable,Medium,None,ISO 14001,Energy Efficient,373.97,Out of Stock,NaturePro
29070,PureEarth Eco-Friendly Jeans,Clothing,Biodegradable,63.98,165.99,Sustainable,Medium,Energy Star,None,Energy Efficient,197.66,In Stock,EnviroGoods
33757,EcoSmart Biodegradable Sleeping Bag,Outdoor,Renewable Material,62.51,27.63,Sustainable,Medium,None,None,Low Carbon,261.76,In Stock,NaturePro
13754,EcoSmart Biodegradable Sleeping Bag,Outdoor,Biodegradable,44.53,44.78,Partially Sustainable,Low,Energy Star,None,Organic,11.03,Out of Stock,SustainCo
47894,PureEarth Eco-Friendly Jeans,Clothing,Renewable Material,53.69,36.27,Partially Sustainable,High,USDA Organic,None,Organic,486.19,In Stock,SustainCo
43683,SustainPlus Smart Thermostat,Electronics,Recyclable,83.72,61.3,Non-Sustainable,Medium,Fair Trade,None,Energy Efficient,204.98,Out of Stock,SustainCo
30838,EcoEssentials Natural Shampoo,Beauty,Energy-Efficient,76.54,194.68,Sustainable,High,None,ISO 14001,Eco-Certified,65.56,In Stock,GreenChoice
11950,PureEarth Vegan Chocolate,Food,Biodegradable,10.24,51.41,Sustainable,High,USDA Organic,None,Energy Efficient,143.66,In Stock,NaturePro
6008,PureEarth Camping Stove,Outdoor,Organic,72.39,120.65,Non-Sustainable,High,None,ISO 14001,Low Carbon,237.14,In Stock,NaturePro
30807,EcoEssentials Natural Shampoo,Beauty,Energy-Efficient,41.89,72.75,Sustainable,Low,Fair Trade,ISO 14001,Recyclable,283.03,In Stock,EcoBrand
14060,EcoSmart Recycled Fabric Scarf,Clothing,Biodegradable,86.21,129.08,Sustainable,Low,Energy Star,ISO 14001,Organic,144.57,In Stock,EnviroGoods
19475,EcoEssentials Recycled Tent,Outdoor,Recyclable,7.11,142.03,Partially Sustainable,Low,FSC,None,Energy Efficient,70.03,In Stock,SustainCo
16076,EcoSmart LED Lamp,Home Appliances,Organic,1.25,61.88,Non-Sustainable,Medium,Fair Trade,None,Eco-Certified,417.22,Out of Stock,GreenChoice
